rikisfang,ar,n
Montenegró (Svartfjallaland),2016,4
Norður Makedónía,2016,13
Serbía,2016,52
Rússland,2016,111
San Marínó,2016,0
Fyrrum Sovétríki,2016,0
Úkraína,2016,115
Kósovó,2016,35
Evrópa ótilgreint,2016,0
"Ríki í fyrrum Júgóslavíu, ótilgreint",2016,8
Júgóslavía (Serbía og Svartfjallaland),2016,0
Kanada,2016,99
Bandaríkin,2016,434
Antigua og Barbuda,2016,1
Argentína,2016,17
Barbados,2016,1
Bólivía,2016,2
Brasilía,2016,55
Bahamaeyjar,2016,2
Belize,2016,0
Chile,2016,11
Colombia,2016,26
Costa Rica,2016,3
Kúba,2016,18
Dóminíka,2016,2
Dóminíska lýðveldið,2016,10
Ekvador,2016,8
Grenada,2016,0
Guatemala,2016,4
Guyana,2016,1
Hondúras,2016,8
Haítí,2016,3
Jamaíka,2016,4
Sankti Kitts og Nevis,2016,0
Mexíkó,2016,35
Nicaragua,2016,0
Panama,2016,1
Perú,2016,17
Puerto Rico,2016,0
Paraguay,2016,1
Súrinam,2016,0
El Salvador,2016,1
Trínidad og Tóbagó,2016,4
Uruguay,2016,2
Sankti Vinsent og Grenadínur,2016,1
Venesúela,2016,7
Angóla,2016,2
Búrkína Fasó,2016,0
Benín,2016,0
Botswana,2016,0
"Kongó, Lýðstjórnarlýðveldið",2016,0
"Kongó, Lýðveldið",2016,0
Côte d'Ivoire (Fílabeinsströndin),2016,0
Kamerún,2016,5
Cabo Verde (Grænhöfðaeyjar),2016,8
Djibútí,2016,2
Alsír,2016,17
Egyptaland,2016,10
Vestur-Sahara,2016,0
Eritrea,2016,2
Eþíópía,2016,19
Gabon,2016,0
Ghana,2016,28
Gambía,2016,8
Gínea,2016,6
Miðbaugs-Gínea,2016,1
Gínea-Bissaú,2016,0
Kenya,2016,30
Sankti Lúsía,2016,1
Líbería,2016,1
Lesótó,2016,0
Líbía,2016,3
Marokkó,2016,54
Madagaskar,2016,0
Malí,2016,2
Máritanía,2016,0
Máritíus,2016,2
Malaví,2016,2
Mósambík,2016,6
Namibía,2016,8
Níger,2016,0
Nígería,2016,45
Rwanda,2016,1
Seychelles-eyjar,2016,0
Súdan,2016,1
Síerra Leóne,2016,5
Senegal,2016,10
Sómalía,2016,3
Suður-Súdan,2016,0
Chad,2016,0
Tógó,2016,0
Túnis,2016,14
Tansanía,2016,7
Úganda,2016,17
Suður-Afríka,2016,15
Zambia,2016,2
Saír,2016,0
Zimbabwe,2016,2
Afganistan,2016,11
Armenía,2016,3
Azerbaijan,2016,2
Bangladesh,2016,3
Kína,2016,187
Georgía,2016,4
Indónesía,2016,31
Ísrael,2016,8
Indland,2016,77
Írak,2016,7
Íran,2016,35
Jórdanía,2016,2
Japan,2016,63
Kyrgyzstan,2016,0
Kambódía,2016,0
"Kórea, Norður-",2016,0
"Kórea, Suður-",2016,7
Kasakstan,2016,3
Laos,2016,0
Líbanon,2016,5
Srí Lanka,2016,35
Myanmar,2016,0
Mongólía,2016,10
Maldívur,2016,0
Malasía,2016,19
Nepal,2016,19
Óman,2016,0
Filippseyjar,2016,400
Pakistan,2016,16
Palestína,2016,6
Sádi-Arabía,2016,1
Singapore,2016,3
Sýrland,2016,24
Thailand,2016,401
Tadsíkistan,2016,0
Tímor-Leste,2016,0
Túrkmenistan,2016,0
Tyrkland,2016,19
Taiwan,2016,0
Úsbekistan,2016,3
Víetnam,2016,187
Jemen,2016,0
Ástralía,2016,46
Fiji,2016,1
Naúrú,2016,0
Nýja-Sjáland,2016,15
Papúa Nýja-Gínea,2016,0
Salómonseyjar,2016,0
Tonga,2016,0
Vanúatú,2016,0
"Útlönd, ótilgreint land",2016,0
Ríkisfangslaus,2016,92
Ísland,2017,156165
Danmörk,2017,572
Finnland,2017,105
Noregur,2017,164
Svíþjóð,2017,249
Austurríki,2017,76
Belgía,2017,53
Búlgaría,2017,211
Kýpur,2017,1
Tékkland,2017,289
Þýskaland,2017,757
Eistland,2017,75
Spánn,2017,478
Frakkland,2017,335
Bretland,2017,639
Grikkland,2017,55
Ungverjaland,2017,246
Írland,2017,69
Ítalía,2017,231
Litháen (Lietuva),2017,1758
Lúxemborg,2017,3
Lettland,2017,624
Malta,2017,5
Holland (Niðurland),2017,152
Pólland,2017,10096
Portúgal,2017,606
Rúmenía,2017,497
Slóvenía,2017,26
Slóvakía,2017,288
Andorra,2017,0
Albanía,2017,39
Bosnia og Herzegovina,2017,21
Hvíta-Rússland,2017,15
Sviss,2017,57
Serbía og Svartfjallaland,2017,0
Króatía,2017,131
Liechtenstein,2017,1
Moldóva,2017,4
Montenegró (Svartfjallaland),2017,2
Norður Makedónía,2017,17
Serbía,2017,60
Rússland,2017,140
San Marínó,2017,0
Fyrrum Sovétríki,2017,0
Úkraína,2017,129
Kósovó,2017,31
Evrópa ótilgreint,2017,0
"Ríki í fyrrum Júgóslavíu, ótilgreint",2017,7
Júgóslavía (Serbía og Svartfjallaland),2017,0
Kanada,2017,115
Bandaríkin,2017,494
Antigua og Barbuda,2017,0
Argentína,2017,19
Barbados,2017,1
Bólivía,2017,3
Brasilía,2017,60
Bahamaeyjar,2017,1
Belize,2017,0
Chile,2017,15
Colombia,2017,37
Costa Rica,2017,7
Kúba,2017,18
Dóminíka,2017,1
Dóminíska lýðveldið,2017,13
Ekvador,2017,10
Grenada,2017,0
Guatemala,2017,4
Guyana,2017,1
Hondúras,2017,16
Haítí,2017,4
Jamaíka,2017,2
Sankti Kitts og Nevis,2017,0
Mexíkó,2017,51
Nicaragua,2017,0
Panama,2017,1
Perú,2017,18
Puerto Rico,2017,0
Paraguay,2017,1
Súrinam,2017,1
El Salvador,2017,6
Trínidad og Tóbagó,2017,4
Uruguay,2017,2
Sankti Vinsent og Grenadínur,2017,2
Venesúela,2017,10
Angóla,2017,3
Búrkína Fasó,2017,0
Benín,2017,0
Botswana,2017,0
"Kongó, Lýðstjórnarlýðveldið",2017,0
"Kongó, Lýðveldið",2017,0
Côte d'Ivoire (Fílabeinsströndin),2017,2
Kamerún,2017,7
Cabo Verde (Grænhöfðaeyjar),2017,10
Djibútí,2017,1
Alsír,2017,21
Egyptaland,2017,11
Vestur-Sahara,2017,0
Eritrea,2017,2
Eþíópía,2017,21
Gabon,2017,0
Ghana,2017,31
Gambía,2017,10
Gínea,2017,8
Miðbaugs-Gínea,2017,2
Gínea-Bissaú,2017,1
Kenya,2017,30
Sankti Lúsía,2017,1
Líbería,2017,2
Lesótó,2017,0
Líbía,2017,5
Marokkó,2017,56
Madagaskar,2017,0
Malí,2017,2
Máritanía,2017,1
Máritíus,2017,3
Malaví,2017,1
Mósambík,2017,6
Namibía,2017,11
Níger,2017,0
Nígería,2017,48
Rwanda,2017,1
Seychelles-eyjar,2017,0
Súdan,2017,1
Síerra Leóne,2017,5
Senegal,2017,8
Sómalía,2017,5
Suður-Súdan,2017,0
Chad,2017,0
Tógó,2017,1
Túnis,2017,14
Tansanía,2017,5
Úganda,2017,15
Suður-Afríka,2017,20
Zambia,2017,2
Saír,2017,0
Zimbabwe,2017,2
Afganistan,2017,18
Armenía,2017,3
Azerbaijan,2017,2
Bangladesh,2017,2
Kína,2017,190
Georgía,2017,5
Indónesía,2017,32
Ísrael,2017,9
Indland,2017,87
Írak,2017,29
Íran,2017,57
Jórdanía,2017,3
Japan,2017,58
Kyrgyzstan,2017,0
Kambódía,2017,0
"Kórea, Norður-",2017,0
"Kórea, Suður-",2017,9
Kasakstan,2017,6
Laos,2017,0
Líbanon,2017,4
Srí Lanka,2017,35
Myanmar,2017,1
Mongólía,2017,9
Maldívur,2017,0
Malasía,2017,20
Nepal,2017,22
Óman,2017,0
Filippseyjar,2017,438
Pakistan,2017,22
Palestína,2017,12
Sádi-Arabía,2017,0
Singapore,2017,3
Sýrland,2017,70
Thailand,2017,399
Tadsíkistan,2017,1
Tímor-Leste,2017,0
Túrkmenistan,2017,0
Tyrkland,2017,21
Taiwan,2017,0
Úsbekistan,2017,2
Víetnam,2017,211
Jemen,2017,1
Ástralía,2017,42
Fiji,2017,0
Naúrú,2017,0
Nýja-Sjáland,2017,20
Papúa Nýja-Gínea,2017,0
Salómonseyjar,2017,0
Tonga,2017,0
Vanúatú,2017,0
"Útlönd, ótilgreint land",2017,0
Ríkisfangslaus,2017,68
Ísland,2018,156854
Danmörk,2018,609
Finnland,2018,98
Noregur,2018,180
Svíþjóð,2018,286
Austurríki,2018,82
Belgía,2018,63
Búlgaría,2018,252
Kýpur,2018,6
Tékkland,2018,431
Þýskaland,2018,833
Eistland,2018,98
Spánn,2018,617
Frakkland,2018,416
Bretland,2018,699
Grikkland,2018,110
Ungverjaland,2018,360
Írland,2018,76
Ítalía,2018,317
Litháen (Lietuva),2018,2578
Lúxemborg,2018,5
Lettland,2018,1087
Malta,2018,6
Holland (Niðurland),2018,170
Pólland,2018,12702
Portúgal,2018,746
Rúmenía,2018,829
Slóvenía,2018,42
Slóvakía,2018,343
Andorra,2018,1
Albanía,2018,68
Bosnia og Herzegovina,2018,59
Hvíta-Rússland,2018,19
Sviss,2018,69
Serbía og Svartfjallaland,2018,0
Króatía,2018,324
Liechtenstein,2018,1
Moldóva,2018,8
Montenegró (Svartfjallaland),2018,4
Norður Makedónía,2018,20
Serbía,2018,87
Rússland,2018,137
San Marínó,2018,1
Fyrrum Sovétríki,2018,0
Úkraína,2018,140
Kósovó,2018,35
Evrópa ótilgreint,2018,0
"Ríki í fyrrum Júgóslavíu, ótilgreint",2018,8
Júgóslavía (Serbía og Svartfjallaland),2018,0
Kanada,2018,117
Bandaríkin,2018,539
Antigua og Barbuda,2018,0
Argentína,2018,21
Barbados,2018,1
Bólivía,2018,3
Brasilía,2018,65
Bahamaeyjar,2018,2
Belize,2018,0
Chile,2018,16
Colombia,2018,36
Costa Rica,2018,8
Kúba,2018,16
Dóminíka,2018,1
Dóminíska lýðveldið,2018,14
Ekvador,2018,11
Grenada,2018,0
Guatemala,2018,3
Guyana,2018,1
Hondúras,2018,18
Haítí,2018,5
Jamaíka,2018,3
Sankti Kitts og Nevis,2018,0
Mexíkó,2018,58
Nicaragua,2018,1
Panama,2018,2
Perú,2018,22
Puerto Rico,2018,0
Paraguay,2018,1
Súrinam,2018,1
El Salvador,2018,8
Trínidad og Tóbagó,2018,3
Uruguay,2018,2
Sankti Vinsent og Grenadínur,2018,3
Venesúela,2018,19
Angóla,2018,2
Búrkína Fasó,2018,0
Benín,2018,0
Botswana,2018,0
"Kongó, Lýðstjórnarlýðveldið",2018,0
"Kongó, Lýðveldið",2018,0
Côte d'Ivoire (Fílabeinsströndin),2018,1
Kamerún,2018,5
Cabo Verde (Grænhöfðaeyjar),2018,9
Djibútí,2018,1
Alsír,2018,21
Egyptaland,2018,10
Vestur-Sahara,2018,0
Eritrea,2018,4
Eþíópía,2018,25
Gabon,2018,0
Ghana,2018,50
Gambía,2018,9
Gínea,2018,6
Miðbaugs-Gínea,2018,2
Gínea-Bissaú,2018,1
Kenya,2018,30
Sankti Lúsía,2018,2
Líbería,2018,4
Lesótó,2018,0
Líbía,2018,4
Marokkó,2018,65
Madagaskar,2018,0
Malí,2018,3
Máritanía,2018,1
Máritíus,2018,4
Malaví,2018,0
Mósambík,2018,4
Namibía,2018,9
Níger,2018,0
Nígería,2018,67
Rwanda,2018,1
Seychelles-eyjar,2018,0
Súdan,2018,2
Síerra Leóne,2018,5
Senegal,2018,8
Sómalía,2018,8
Suður-Súdan,2018,0
Chad,2018,2
Tógó,2018,2
Túnis,2018,16
Tansanía,2018,5
Úganda,2018,20
Suður-Afríka,2018,17
Zambia,2018,1
Saír,2018,0
Zimbabwe,2018,2
Afganistan,2018,37
Armenía,2018,2
Azerbaijan,2018,2
Bangladesh,2018,3
Kína,2018,222
Georgía,2018,14
Indónesía,2018,36
Ísrael,2018,7
Indland,2018,87
Írak,2018,52
Íran,2018,57
Jórdanía,2018,3
Japan,2018,70
Kyrgyzstan,2018,0
Kambódía,2018,0
"Kórea, Norður-",2018,0
"Kórea, Suður-",2018,12
Kasakstan,2018,5
Laos,2018,0
Líbanon,2018,4
Srí Lanka,2018,37
Myanmar,2018,3
Mongólía,2018,9
Maldívur,2018,0
Malasía,2018,22
Nepal,2018,25
Óman,2018,0
Filippseyjar,2018,538
Pakistan,2018,38
Palestína,2018,15
Sádi-Arabía,2018,0
Singapore,2018,4
Sýrland,2018,97
Thailand,2018,426
Tadsíkistan,2018,1
Tímor-Leste,2018,0
Túrkmenistan,2018,0
Tyrkland,2018,24
Taiwan,2018,0
Úsbekistan,2018,3
Víetnam,2018,236
Jemen,2018,0
Ástralía,2018,51
Fiji,2018,0
Naúrú,2018,0
Nýja-Sjáland,2018,25
Papúa Nýja-Gínea,2018,0
Salómonseyjar,2018,0
Tonga,2018,0
Vanúatú,2018,0
"Útlönd, ótilgreint land",2018,0
Ríkisfangslaus,2018,52
Ísland,2019,157097
Danmörk,2019,609
Finnland,2019,116
Noregur,2019,197
Svíþjóð,2019,305
Austurríki,2019,81
Belgía,2019,72
Búlgaría,2019,303
Kýpur,2019,6
Tékkland,2019,594
Þýskaland,2019,891
Eistland,2019,100
Spánn,2019,695
Frakkland,2019,477
Bretland,2019,758
Grikkland,2019,161
Ungverjaland,2019,362
Írland,2019,81
Ítalía,2019,365
Litháen (Lietuva),2019,3093
Lúxemborg,2019,4
Lettland,2019,1343
Malta,2019,9
Holland (Niðurland),2019,190
Pólland,2019,14316
Portúgal,2019,926
Rúmenía,2019,1168
Slóvenía,2019,51
Slóvakía,2019,370
Andorra,2019,0
Albanía,2019,99
Bosnia og Herzegovina,2019,43
Hvíta-Rússland,2019,22
Sviss,2019,74
Serbía og Svartfjallaland,2019,0
Króatía,2019,520
Liechtenstein,2019,1
Moldóva,2019,11
Montenegró (Svartfjallaland),2019,6
Norður Makedónía,2019,29
Serbía,2019,119
Rússland,2019,147
San Marínó,2019,1
Fyrrum Sovétríki,2019,0
Úkraína,2019,155
Kósovó,2019,40
Evrópa ótilgreint,2019,0
"Ríki í fyrrum Júgóslavíu, ótilgreint",2019,9
Júgóslavía (Serbía og Svartfjallaland),2019,0
Kanada,2019,135
Bandaríkin,2019,602
Antigua og Barbuda,2019,0
Argentína,2019,23
Barbados,2019,1
Bólivía,2019,1
Brasilía,2019,68
Bahamaeyjar,2019,1
Belize,2019,0
Chile,2019,18
Colombia,2019,48
Costa Rica,2019,8
Kúba,2019,15
Dóminíka,2019,1
Dóminíska lýðveldið,2019,15
Ekvador,2019,13
Grenada,2019,1
Guatemala,2019,3
Guyana,2019,3
Hondúras,2019,23
Haítí,2019,3
Jamaíka,2019,2
Sankti Kitts og Nevis,2019,0
Mexíkó,2019,67
Nicaragua,2019,0
Panama,2019,3
Perú,2019,23
Puerto Rico,2019,0
Paraguay,2019,2
Súrinam,2019,1
El Salvador,2019,11
Trínidad og Tóbagó,2019,4
Uruguay,2019,2
Sankti Vinsent og Grenadínur,2019,0
Venesúela,2019,32
Angóla,2019,1
Búrkína Fasó,2019,1
Benín,2019,0
Botswana,2019,0
"Kongó, Lýðstjórnarlýðveldið",2019,1
"Kongó, Lýðveldið",2019,0
Côte d'Ivoire (Fílabeinsströndin),2019,2
Kamerún,2019,4
Cabo Verde (Grænhöfðaeyjar),2019,14
Djibútí,2019,0
Alsír,2019,26
Egyptaland,2019,11
Vestur-Sahara,2019,1
Eritrea,2019,4
Eþíópía,2019,27
Gabon,2019,0
Ghana,2019,61
Gambía,2019,10
Gínea,2019,8
Miðbaugs-Gínea,2019,1
Gínea-Bissaú,2019,0
Kenya,2019,34
Sankti Lúsía,2019,1
Líbería,2019,6
Lesótó,2019,0
Líbía,2019,2
Marokkó,2019,73
Madagaskar,2019,0
Malí,2019,3
Máritanía,2019,1
Máritíus,2019,3
Malaví,2019,0
Mósambík,2019,5
Namibía,2019,10
Níger,2019,0
Nígería,2019,69
Rwanda,2019,1
Seychelles-eyjar,2019,0
Súdan,2019,3
Síerra Leóne,2019,8
Senegal,2019,9
Sómalía,2019,16
Suður-Súdan,2019,2
Chad,2019,2
Tógó,2019,2
Túnis,2019,18
Tansanía,2019,5
Úganda,2019,23
Suður-Afríka,2019,20
Zambia,2019,3
Saír,2019,0
Zimbabwe,2019,2
Afganistan,2019,51
Armenía,2019,3
Azerbaijan,2019,4
Bangladesh,2019,10
Kína,2019,251
Georgía,2019,25
Indónesía,2019,33
Ísrael,2019,8
Indland,2019,100
Írak,2019,97
Íran,2019,84
Jórdanía,2019,4
Japan,2019,59
Kyrgyzstan,2019,1
Kambódía,2019,0
"Kórea, Norður-",2019,0
"Kórea, Suður-",2019,15
Kasakstan,2019,7
Laos,2019,0
Líbanon,2019,6
Srí Lanka,2019,38
Myanmar,2019,4
Mongólía,2019,10
Maldívur,2019,0
Malasía,2019,23
Nepal,2019,30
Óman,2019,0
Filippseyjar,2019,708
Pakistan,2019,48
Palestína,2019,20
Sádi-Arabía,2019,0
Singapore,2019,7
Sýrland,2019,99
Thailand,2019,442
Tadsíkistan,2019,1
Tímor-Leste,2019,0
Túrkmenistan,2019,0
Tyrkland,2019,29
Taiwan,2019,0
Úsbekistan,2019,3
Víetnam,2019,261
Jemen,2019,2
Ástralía,2019,46
Fiji,2019,1
Naúrú,2019,0
Nýja-Sjáland,2019,22
Papúa Nýja-Gínea,2019,1
Salómonseyjar,2019,0
Tonga,2019,0
Vanúatú,2019,0
"Útlönd, ótilgreint land",2019,0
Ríkisfangslaus,2019,34
Ísland,2020,156810
Danmörk,2020,587
Finnland,2020,106
Noregur,2020,181
Svíþjóð,2020,284
Austurríki,2020,87
Belgía,2020,69
Búlgaría,2020,343
Kýpur,2020,5
Tékkland,2020,643
Þýskaland,2020,884
Eistland,2020,89
Spánn,2020,809
Frakkland,2020,489
Bretland,2020,836
Grikkland,2020,202
Ungverjaland,2020,400
Írland,2020,95
Ítalía,2020,409
Litháen (Lietuva),2020,3260
Lúxemborg,2020,8
Lettland,2020,1339
Malta,2020,10
Holland (Niðurland),2020,204
Pólland,2020,14760
Portúgal,2020,958
Rúmenía,2020,1442
Slóvenía,2020,71
Slóvakía,2020,382
Andorra,2020,1
Albanía,2020,119
Bosnia og Herzegovina,2020,68
Hvíta-Rússland,2020,25
Sviss,2020,70
Serbía og Svartfjallaland,2020,0
Króatía,2020,628
Liechtenstein,2020,1
Moldóva,2020,13
Montenegró (Svartfjallaland),2020,10
Norður Makedónía,2020,30
Serbía,2020,119
Rússland,2020,173
San Marínó,2020,1
Fyrrum Sovétríki,2020,0
Úkraína,2020,166
Kósovó,2020,46
Evrópa ótilgreint,2020,0
"Ríki í fyrrum Júgóslavíu, ótilgreint",2020,7
Júgóslavía (Serbía og Svartfjallaland),2020,0
Kanada,2020,127
Bandaríkin,2020,643
Antigua og Barbuda,2020,0
Argentína,2020,20
Barbados,2020,1
Bólivía,2020,3
Brasilía,2020,82
Bahamaeyjar,2020,0
Belize,2020,1
Chile,2020,26
Colombia,2020,58
Costa Rica,2020,7
Kúba,2020,16
Dóminíka,2020,0
Dóminíska lýðveldið,2020,15
Ekvador,2020,9
Grenada,2020,0
Guatemala,2020,5
Guyana,2020,4
Hondúras,2020,24
Haítí,2020,2
Jamaíka,2020,3
Sankti Kitts og Nevis,2020,0
Mexíkó,2020,69
Nicaragua,2020,1
Panama,2020,3
Perú,2020,22
Puerto Rico,2020,0
Paraguay,2020,3
Súrinam,2020,0
El Salvador,2020,15
Trínidad og Tóbagó,2020,4
Uruguay,2020,3
Sankti Vinsent og Grenadínur,2020,0
Venesúela,2020,128
Angóla,2020,2
Búrkína Fasó,2020,1
Benín,2020,0
Botswana,2020,1
"Kongó, Lýðstjórnarlýðveldið",2020,1
"Kongó, Lýðveldið",2020,4
Côte d'Ivoire (Fílabeinsströndin),2020,3
Kamerún,2020,7
Cabo Verde (Grænhöfðaeyjar),2020,10
Djibútí,2020,1
Alsír,2020,28
Egyptaland,2020,16
Vestur-Sahara,2020,1
Eritrea,2020,3
Eþíópía,2020,29
Gabon,2020,0
Ghana,2020,77
Gambía,2020,10
Gínea,2020,11
Miðbaugs-Gínea,2020,1
Gínea-Bissaú,2020,0
Kenya,2020,37
Sankti Lúsía,2020,2
Líbería,2020,4
Lesótó,2020,0
Líbía,2020,4
Marokkó,2020,77
Madagaskar,2020,0
Malí,2020,2
Máritanía,2020,0
Máritíus,2020,3
Malaví,2020,3
Mósambík,2020,3
Namibía,2020,9
Níger,2020,0
Nígería,2020,82
Rwanda,2020,2
Seychelles-eyjar,2020,0
Súdan,2020,6
Síerra Leóne,2020,8
Senegal,2020,11
Sómalía,2020,29
Suður-Súdan,2020,2
Chad,2020,2
Tógó,2020,2
Túnis,2020,20
Tansanía,2020,9
Úganda,2020,44
Suður-Afríka,2020,19
Zambia,2020,4
Saír,2020,0
Zimbabwe,2020,3
Afganistan,2020,77
Armenía,2020,2
Azerbaijan,2020,5
Bangladesh,2020,22
Kína,2020,266
Georgía,2020,31
Indónesía,2020,43
Ísrael,2020,5
Indland,2020,106
Írak,2020,135
Íran,2020,119
Jórdanía,2020,6
Japan,2020,68
Kyrgyzstan,2020,1
Kambódía,2020,0
"Kórea, Norður-",2020,0
"Kórea, Suður-",2020,15
Kasakstan,2020,8
Laos,2020,0
Líbanon,2020,5
Srí Lanka,2020,37
Myanmar,2020,2
Mongólía,2020,9
Maldívur,2020,1
Malasía,2020,20
Nepal,2020,31
Óman,2020,0
Filippseyjar,2020,767
Pakistan,2020,53
Palestína,2020,35
Sádi-Arabía,2020,0
Singapore,2020,10
Sýrland,2020,139
Thailand,2020,450
Tadsíkistan,2020,2
Tímor-Leste,2020,0
Túrkmenistan,2020,0
Tyrkland,2020,35
Taiwan,2020,0
Úsbekistan,2020,1
Víetnam,2020,284
Jemen,2020,4
Ástralía,2020,49
Fiji,2020,1
Naúrú,2020,0
Nýja-Sjáland,2020,17
Papúa Nýja-Gínea,2020,0
Salómonseyjar,2020,0
Tonga,2020,0
Vanúatú,2020,0
"Útlönd, ótilgreint land",2020,0
Ríkisfangslaus,2020,38
Ísland,2021,157520
Danmörk,2021,567
Finnland,2021,105
Noregur,2021,173
Svíþjóð,2021,274
Austurríki,2021,82
Belgía,2021,67
Búlgaría,2021,355
Kýpur,2021,8
Tékkland,2021,550
Þýskaland,2021,914
Eistland,2021,108
Spánn,2021,823
Frakkland,2021,499
Bretland,2021,854
Grikkland,2021,209
Ungverjaland,2021,420
Írland,2021,110
Ítalía,2021,427
Litháen (Lietuva),2021,3190
Lúxemborg,2021,6
Lettland,2021,1416
Malta,2021,11
Holland (Niðurland),2021,205
Pólland,2021,14487
Portúgal,2021,929
Rúmenía,2021,1514
Slóvenía,2021,67
Slóvakía,2021,322
Andorra,2021,0
Albanía,2021,141
Bosnia og Herzegovina,2021,72
Hvíta-Rússland,2021,25
Sviss,2021,68
Serbía og Svartfjallaland,2021,0
Króatía,2021,634
Liechtenstein,2021,1
Moldóva,2021,14
Montenegró (Svartfjallaland),2021,11
Norður Makedónía,2021,38
Serbía,2021,127
Rússland,2021,182
San Marínó,2021,1
Fyrrum Sovétríki,2021,0
Úkraína,2021,173
Kósovó,2021,50
Evrópa ótilgreint,2021,0
"Ríki í fyrrum Júgóslavíu, ótilgreint",2021,7
Júgóslavía (Serbía og Svartfjallaland),2021,0
Kanada,2021,124
Bandaríkin,2021,661
Antigua og Barbuda,2021,0
Argentína,2021,24
Barbados,2021,1
Bólivía,2021,3
Brasilía,2021,96
Bahamaeyjar,2021,1
Belize,2021,1
Chile,2021,31
Colombia,2021,72
Costa Rica,2021,7
Kúba,2021,15
Dóminíka,2021,0
Dóminíska lýðveldið,2021,13
Ekvador,2021,10
Grenada,2021,0
Guatemala,2021,9
Guyana,2021,4
Hondúras,2021,29
Haítí,2021,2
Jamaíka,2021,5
Sankti Kitts og Nevis,2021,0
Mexíkó,2021,73
Nicaragua,2021,3
Panama,2021,2
Perú,2021,24
Puerto Rico,2021,0
Paraguay,2021,1
Súrinam,2021,0
El Salvador,2021,17
Trínidad og Tóbagó,2021,4
Uruguay,2021,3
Sankti Vinsent og Grenadínur,2021,0
Venesúela,2021,250
Angóla,2021,2
Búrkína Fasó,2021,2
Benín,2021,0
Botswana,2021,1
"Kongó, Lýðstjórnarlýðveldið",2021,3
"Kongó, Lýðveldið",2021,4
Côte d'Ivoire (Fílabeinsströndin),2021,4
Kamerún,2021,9
Cabo Verde (Grænhöfðaeyjar),2021,9
Djibútí,2021,1
Alsír,2021,31
Egyptaland,2021,22
Vestur-Sahara,2021,1
Eritrea,2021,3
Eþíópía,2021,31
Gabon,2021,0
Ghana,2021,83
Gambía,2021,8
Gínea,2021,12
Miðbaugs-Gínea,2021,1
Gínea-Bissaú,2021,0
Kenya,2021,41
Sankti Lúsía,2021,0
Líbería,2021,2
Lesótó,2021,0
Líbía,2021,4
Marokkó,2021,93
Madagaskar,2021,0
Malí,2021,4
Máritanía,2021,1
Máritíus,2021,3
Malaví,2021,2
Mósambík,2021,5
Namibía,2021,9
Níger,2021,0
Nígería,2021,106
Rwanda,2021,2
Seychelles-eyjar,2021,0
Súdan,2021,8
Síerra Leóne,2021,5
Senegal,2021,12
Sómalía,2021,54
Suður-Súdan,2021,2
Chad,2021,2
Tógó,2021,2
Túnis,2021,25
Tansanía,2021,7
Úganda,2021,50
Suður-Afríka,2021,18
Zambia,2021,4
Saír,2021,0
Zimbabwe,2021,3
Afganistan,2021,110
Armenía,2021,2
Azerbaijan,2021,8
Bangladesh,2021,7
Kína,2021,264
Georgía,2021,38
Indónesía,2021,44
Ísrael,2021,6
Indland,2021,137
Írak,2021,197
Íran,2021,143
Jórdanía,2021,6
Japan,2021,57
Kyrgyzstan,2021,3
Kambódía,2021,0
"Kórea, Norður-",2021,0
"Kórea, Suður-",2021,18
Kasakstan,2021,9
Laos,2021,0
Líbanon,2021,7
Srí Lanka,2021,39
Myanmar,2021,3
Mongólía,2021,9
Maldívur,2021,1
Malasía,2021,20
Nepal,2021,25
Óman,2021,0
Filippseyjar,2021,824
Pakistan,2021,61
Palestína,2021,70
Sádi-Arabía,2021,0
Singapore,2021,10
Sýrland,2021,165
Thailand,2021,454
Tadsíkistan,2021,3
Tímor-Leste,2021,0
Túrkmenistan,2021,0
Tyrkland,2021,46
Taiwan,2021,0
Úsbekistan,2021,1
Víetnam,2021,335
Jemen,2021,6
Ástralía,2021,48
Fiji,2021,1
Naúrú,2021,0
Nýja-Sjáland,2021,15
Papúa Nýja-Gínea,2021,0
Salómonseyjar,2021,0
Tonga,2021,0
Vanúatú,2021,0
"Útlönd, ótilgreint land",2021,0
Ríkisfangslaus,2021,32
Ísland,2022,158470
Danmörk,2022,586
Finnland,2022,109
Noregur,2022,198
Svíþjóð,2022,296
Austurríki,2022,105
Belgía,2022,74
Búlgaría,2022,348
Kýpur,2022,8
Tékkland,2022,607
Þýskaland,2022,979
Eistland,2022,127
Spánn,2022,983
Frakkland,2022,549
Bretland,2022,801
Grikkland,2022,291
Ungverjaland,2022,456
Írland,2022,116
Ítalía,2022,583
Litháen (Lietuva),2022,3259
Lúxemborg,2022,6
Lettland,2022,1539
Malta,2022,17
Holland (Niðurland),2022,224
Pólland,2022,14621
Portúgal,2022,1002
Rúmenía,2022,1847
Slóvenía,2022,72
Slóvakía,2022,386
Andorra,2022,0
Albanía,2022,158
Bosnia og Herzegovina,2022,92
Hvíta-Rússland,2022,24
Sviss,2022,77
Serbía og Svartfjallaland,2022,0
Króatía,2022,677
Liechtenstein,2022,1
Moldóva,2022,15
Montenegró (Svartfjallaland),2022,10
Norður Makedónía,2022,34
Serbía,2022,128
Rússland,2022,185
San Marínó,2022,1
Fyrrum Sovétríki,2022,0
Úkraína,2022,166
Kósovó,2022,51
Evrópa ótilgreint,2022,0
